id,adult,budget,homepage,original_language,original_title,title,tagline,overview,popularity,release_date,revenue,runtime
26408,False,0,,en,"The War Room","The War Room","They Changed The Way Campaigns Are Won","A behind-the-scenes documentary about the Clinton for President campaign, focusing on the adventures of spin doctors James Carville and George Stephanopoulos.",1.273617,1993-12-05,0,96.0
15139,False,27000000,,en,"The Pagemaster","The Pagemaster","All The Adventure Your Imagination Can Hold.","Tyler knows a lot about accidents. So much so, he is scared to do anything that might endanger him, like riding his bike, or climbing into his treehouse. While in an old library, he is mystically transported into the unknown world of books, and he has to try and get home again. Along the way he meets some interesting characters, like Fantasy, Adventure, and Horror... Written by Colin Tinto",7.436001,1994-11-23,13670688,80.0
161158,False,0,,en,"Paris, France","Paris, France",,"A writer has torrid fantasy affairs with young men.",0.741522,1994-02-04,0,112.0
218473,False,0,,en,"The Beans of Egypt, Maine","The Beans of Egypt, Maine",,"The Beans are poor, proud, hated by all, but alive in the sense that they struggle against their lot and support each other in time of trouble. Earlene lives across the street from the Bean's trailer, and the view from her window is better than any daytime television soap opera; especially Beal Bean, and especially Beal Bean shirtless. When Reuben Bean is sent to prison for resisting arrest for out-of-season deer hunting, Beal takes up with Reuben's woman Roberta. He also has a child by Earlene, with a triangle of sex complicated by poverty.",0.38247,1994-01-01,0,0.0
85247,False,0,,en,Killer,Killer,"You only hurt the one you love.","This lyrical, modern-day film noir finds cynical hit man Mick (Anthony LaPaglia) tiring of his job and asking his boss, mob kingpin George (Peter Boyle), for time off. George gives him the assignment of his life, however, prompting Mick's soul-searching to reach new heights. Mick is asked to kill the sultry Fiona (Mimi Rogers), who owes George money and claims she wants to die. But as Mick spends time with her, he finds himself falling for her.",0.422224,1994-09-14,0,97.0
11446,False,0,,en,"Welcome to the Dollhouse","Welcome to the Dollhouse","Not all girls want to play with dolls.","An unattractive 7th grader struggles to cope with suburban life as the middle child with un-attentive parents and bullies at school.",5.14056,1995-05-24,0,88.0
51980,False,0,,en,Germinal,Germinal,"Who needs God and Heaven? We can change this lousy world.","It's mid 19th century, north of France. The story of a coal miner's town. They are exploited by the mine's owner. One day the decide to go on strike, and then the authorities repress them",2.759302,1993-09-29,0,160.0
24405,False,0,,en,Chasers,Chasers,"It was supposed to be a routine prisoner transfer. But this was no ordinary prisoner.","Military men Rock Reilly and Eddie Devane are tasked with taking a prisoner, blonde bombshell Toni Johnson, on what becomes an unforgettable road trip. Toni, an enlistee who's in trouble for deserting her unit, soon proves that she's craftier than most inmates.",9.85327,1994-04-22,1596687,102.0
11655,False,0,,en,Cronos,Cronos,,"Faced with his own mortality, an ingenious alchemist tried to perfect an invention that would provide him with the key to eternal life. It was called the Cronos device. When he died more than 400 years later, he took the secrets of this remarkable device to the grave with him. Now, an elderly antiques dealer has found the hellish machine hidden in a statue and learns about its incredible powers. The more he uses the device, the younger he becomes...but nothing comes without a price. Life after death is just the beginning as this nerve-shattering thriller unfolds and the fountain of youth turns bloody.",5.513024,1993-09-12,0,94.0
11800,False,0,,en,"Naked in New York","Naked in New York",,"Naked in New York begins in the car of grown up Jake, he is talking to us about his girlfriend, Joanne, (watch for the facial expressions) and to whom you can turn to for help while facing life ('your parents, nyaa, I don't think so'). From there it flashes back to his memories of his parents, college, house across from a squirrel infested peanut factory, best friend, writing career and Joanne.",0.449733,1993-11-10,0,95.0
8223,False,0,,es,Kika,Kika,,"Kika, a young cosmetologist, is called to the mansion of Nicolas, an American writer to make-up the corpse of his stepson, Ramon. Ramon, who is not dead, is revived by Kika's attentions and she then moves in with him. They might live happily ever after but first they have to cope with Kika's affair with Nicolas, the suspicious death of Ramon's mother and the intrusive gaze of tabloid-TV star and Ramon's ex-psychologist Andrea Scarface.",3.647321,1993-10-28,0,117.0
14587,False,0,,en,"Bhaji on the Beach","Bhaji on the Beach",,"A group of women of Indian descent take a trip together from their home in Birmingham, England to the beach resort of Blackpool.",0.441585,1994-01-21,0,100.0
31504,False,0,,en,"Little Big League","Little Big League","Major League is about to experience a minor problem . . . . . . he's 12-years-old.","The Chairman of the Minnesota Twins passes away and in his will, leaves his grandson, Billy Heywood, ownership of the team. Billy appoints himself the new manager. But will the proud, arrogant arrogant players of the team, be willing to take orders and tactics from a 12 year old boy?",1.960563,1994-06-29,0,119.0
41653,False,0,,sv,"K�disbellan","The Slingshot","If growing up were easy, everybody would do it.","Stocholm in the 1920s. Young Roland lives with his socialist father, Jewish mother and a boxing brother. His mother sells condoms illegally, and from them, Roland makes slingshots which he sells. His rebellious ways has gotten him the special attention of his school teacher, who always makes sure that Roland is punished. Roland also tries to make extra money by repairing bicycles, a successful business that in the end lands him in hot water.",1.764582,1993-09-24,0,102.0
53185,False,0,,en,"Wide Eyed and Legless","Wide Eyed and Legless",,"Diana and Deric have an ideal marriage: they thrive in each other's company, they're funny, and they enjoy their two grown children and Deric's dotty mother; the trouble is, Diana can no longer walk and her malady defies medical diagnosis. To care for Diana, Deric is letting his business slide, but at a civic luncheon, he is seated next to Aileen Armitage, a novelist who is blind. They have a nice time, and on the sly, Diana contacts Aileen to made an odd request. Diana's declining health and her resolve bring this triangle of unlikely friends to a surprising place.",0.00015,1993-09-05,0,102.0
95743,False,0,,en,"Foreign Student","Foreign Student",,"A French football playing exchange student falls in love.",0.002789,1994-07-29,0,90.0
23637,False,0,,en,"Io speriamo che me la cavo","Ciao, Professore!","Ciao, Professore!","A bureaucratic snafu sends Marco Tullio Sperelli, a portly, middle-aged northern Italian, to teach third grade in a poor town outside Naples",3.456868,1992-10-01,0,100.0
17600,False,200000,,en,"Spanking the Monkey","Spanking the Monkey","A gripping comedy about letting go.","Bright young student Raymond Aibelli is forced to sidetrack an important medical internship because his mother, Susan, is recovering from a broken leg. When he isn't tasked with the most mundane aspects of Susan's recuperation, Raymond finds distraction in a neighborhood girl, Toni Peck. But, as Susan begins relying on her son for both physical and emotional needs, Raymond starts developing disturbing and unwanted new yearnings.",2.799575,1994-01-15,0,106.0
10897,False,0,,en,"The Little Rascals","The Little Rascals","Mischief loves company","Spanky, Alfalfa, Buckwheat, and the other characters made famous in the Our Gang shorts of the 1920s and 1930s are brought back to life in this nostalgic children's comedy. When Alfalfa starts to question his devotion to the club's principles after falling for the beautiful nine-year old Darla, the rest of the gang sets out to keep them apart.",6.707109,1994-08-05,67308282,82.0
